MILLISEC,subject,recording,label
777259,S1,S1-ADL4,Sit
777526,S1,S1-ADL4,Sit
778992,S1,S1-ADL4,Sit
779959,S1,S1-ADL4,Sit
781292,S1,S1-ADL4,Sit
785492,S1,S1-ADL4,Sit
789492,S1,S1-ADL4,Sit
793159,S1,S1-ADL4,Sit
793825,S1,S1-ADL4,Sit
793925,S1,S1-ADL4,Sit
793992,S1,S1-ADL4,Sit
797325,S1,S1-ADL4,Sit
798892,S1,S1-ADL4,Sit
799359,S1,S1-ADL4,Sit
799992,S1,S1-ADL4,Sit
802192,S1,S1-ADL4,Sit
805359,S1,S1-ADL4,Sit
805659,S1,S1-ADL4,Sit
805859,S1,S1-ADL4,Sit
807859,S1,S1-ADL4,Sit
813492,S1,S1-ADL4,Sit
817458,S1,S1-ADL4,Sit
817592,S1,S1-ADL4,Sit
817958,S1,S1-ADL4,Sit
822158,S1,S1-ADL4,Sit
823825,S1,S1-ADL4,Sit
824792,S1,S1-ADL4,Sit
825792,S1,S1-ADL4,Sit
826292,S1,S1-ADL4,Sit
827058,S1,S1-ADL4,Sit
833125,S1,S1-ADL4,Sit
834792,S1,S1-ADL4,Sit
836558,S1,S1-ADL4,Sit
837425,S1,S1-ADL4,Sit
838458,S1,S1-ADL4,Sit
842458,S1,S1-ADL4,Sit
843158,S1,S1-ADL4,Sit
846425,S1,S1-ADL4,Sit
849625,S1,S1-ADL4,Sit
850358,S1,S1-ADL4,Sit
850858,S1,S1-ADL4,Sit
851691,S1,S1-ADL4,Sit
853725,S1,S1-ADL4,Sit
855725,S1,S1-ADL4,Sit
856958,S1,S1-ADL4,Sit
860091,S1,S1-ADL4,Sit
860458,S1,S1-ADL4,Sit
864925,S1,S1-ADL4,Sit
866391,S1,S1-ADL4,Sit
867358,S1,S1-ADL4,Sit
871391,S1,S1-ADL4,Sit
871558,S1,S1-ADL4,Sit
873091,S1,S1-ADL4,Sit
875025,S1,S1-ADL4,Sit
878158,S1,S1-ADL4,Walk
879125,S1,S1-ADL4,Walk
879458,S1,S1-ADL4,Walk
880191,S1,S1-ADL4,Walk
882725,S1,S1-ADL4,Stand
883291,S1,S1-ADL4,Stand
884291,S1,S1-ADL4,Stand
884524,S1,S1-ADL4,Stand
888724,S1,S1-ADL4,Walk
894158,S1,S1-ADL4,Walk
895091,S1,S1-ADL4,Stand
899158,S1,S1-ADL4,Stand
900258,S1,S1-ADL4,Walk
900691,S1,S1-ADL4,Walk
901124,S1,S1-ADL4,Walk
901258,S1,S1-ADL4,Walk
901458,S1,S1-ADL4,Walk
901924,S1,S1-ADL4,Walk
901958,S1,S1-ADL4,Walk
903358,S1,S1-ADL4,Stand
906624,S1,S1-ADL4,Stand
907058,S1,S1-ADL4,Walk
911391,S1,S1-ADL4,Walk
911858,S1,S1-ADL4,Walk
912791,S1,S1-ADL4,Walk
913924,S1,S1-ADL4,Walk
914124,S1,S1-ADL4,Walk
914624,S1,S1-ADL4,Walk
925457,S1,S1-ADL4,Lie
927524,S1,S1-ADL4,Stand
928357,S1,S1-ADL4,Walk
928524,S1,S1-ADL4,Walk
932591,S1,S1-ADL4,Walk
933324,S1,S1-ADL4,Walk
935657,S1,S1-ADL4,Stand
945824,S1,S1-ADL4,Stand
950057,S1,S1-ADL4,Walk
953090,S1,S1-ADL4,Walk
959890,S1,S1-ADL4,Walk
959957,S1,S1-ADL4,Walk
960757,S1,S1-ADL4,Walk
962957,S1,S1-ADL4,Walk
964257,S1,S1-ADL4,Walk
964524,S1,S1-ADL4,Walk
964657,S1,S1-ADL4,Walk
969157,S1,S1-ADL4,Stand
971790,S1,S1-ADL4,Stand
975624,S1,S1-ADL4,Walk
976390,S1,S1-ADL4,Walk
977357,S1,S1-ADL4,Walk
978224,S1,S1-ADL4,Walk
985157,S1,S1-ADL4,Walk
990690,S1,S1-ADL4,Walk
991157,S1,S1-ADL4,Walk
995923,S1,S1-ADL4,Walk
997490,S1,S1-ADL4,Stand
997690,S1,S1-ADL4,Stand
999523,S1,S1-ADL4,Stand
999857,S1,S1-ADL4,Stand
999923,S1,S1-ADL4,Stand
1000823,S1,S1-ADL4,Stand
1004357,S1,S1-ADL4,Walk
1006290,S1,S1-ADL4,Walk
1008557,S1,S1-ADL4,Walk
1015057,S1,S1-ADL4,Walk
1017923,S1,S1-ADL4,Sit
1021223,S1,S1-ADL4,Sit
1025590,S1,S1-ADL4,Sit
1026023,S1,S1-ADL4,Sit
1026490,S1,S1-ADL4,Sit
1031890,S1,S1-ADL4,Sit
1034056,S1,S1-ADL4,Sit
1035456,S1,S1-ADL4,Sit
1037356,S1,S1-ADL4,Sit
1044856,S1,S1-ADL4,Stand
1047656,S1,S1-ADL4,Stand
1050523,S1,S1-ADL4,Stand
1053356,S1,S1-ADL4,Stand
1058056,S1,S1-ADL4,Stand
1070089,S1,S1-ADL4,Stand
1072856,S1,S1-ADL4,Stand
1073456,S1,S1-ADL4,Stand
1074489,S1,S1-ADL4,Stand
1077189,S1,S1-ADL4,Stand
1082789,S1,S1-ADL4,Stand
1083289,S1,S1-ADL4,Stand
1087256,S1,S1-ADL4,Stand
1088256,S1,S1-ADL4,Stand
3133,S1,S1-ADL5,Stand
4333,S1,S1-ADL5,Stand
5100,S1,S1-ADL5,Stand
5133,S1,S1-ADL5,Stand
7700,S1,S1-ADL5,Stand
10533,S1,S1-ADL5,Stand
10833,S1,S1-ADL5,Stand
13367,S1,S1-ADL5,Stand
15767,S1,S1-ADL5,Stand
16500,S1,S1-ADL5,Stand
20600,S1,S1-ADL5,Stand
20933,S1,S1-ADL5,Stand
21600,S1,S1-ADL5,Stand
21900,S1,S1-ADL5,Stand
22433,S1,S1-ADL5,Stand
27000,S1,S1-ADL5,Stand
30166,S1,S1-ADL5,Stand
30233,S1,S1-ADL5,Stand
32666,S1,S1-ADL5,Stand
34733,S1,S1-ADL5,Stand
36933,S1,S1-ADL5,Stand
37466,S1,S1-ADL5,Stand
41433,S1,S1-ADL5,Stand
42666,S1,S1-ADL5,Stand
43966,S1,S1-ADL5,Walk
44866,S1,S1-ADL5,Walk
48433,S1,S1-ADL5,Walk
50299,S1,S1-ADL5,Walk
50466,S1,S1-ADL5,Walk
52033,S1,S1-ADL5,Sit
56433,S1,S1-ADL5,Sit
57266,S1,S1-ADL5,Sit
63033,S1,S1-ADL5,Sit
64166,S1,S1-ADL5,Sit
69966,S1,S1-ADL5,Sit
70699,S1,S1-ADL5,Sit
71666,S1,S1-ADL5,Sit
72033,S1,S1-ADL5,Sit
72066,S1,S1-ADL5,Sit
76899,S1,S1-ADL5,Sit
77033,S1,S1-ADL5,Sit
78799,S1,S1-ADL5,Walk
79366,S1,S1-ADL5,Walk
80999,S1,S1-ADL5,Walk
81199,S1,S1-ADL5,Walk
87132,S1,S1-ADL5,Walk
88799,S1,S1-ADL5,Walk
91099,S1,S1-ADL5,Walk
91366,S1,S1-ADL5,Walk
91466,S1,S1-ADL5,Walk
92866,S1,S1-ADL5,Walk
92932,S1,S1-ADL5,Walk
93299,S1,S1-ADL5,Walk
94099,S1,S1-ADL5,Walk
94332,S1,S1-ADL5,Stand
98532,S1,S1-ADL5,Walk
99832,S1,S1-ADL5,Walk
104999,S1,S1-ADL5,Stand
106332,S1,S1-ADL5,Walk
108532,S1,S1-ADL5,Walk
111566,S1,S1-ADL5,Walk
112699,S1,S1-ADL5,Stand
112766,S1,S1-ADL5,Stand
113232,S1,S1-ADL5,Stand
115299,S1,S1-ADL5,Stand
117465,S1,S1-ADL5,Walk
121065,S1,S1-ADL5,Stand
121365,S1,S1-ADL5,Stand
125032,S1,S1-ADL5,Stand
126299,S1,S1-ADL5,Stand
127799,S1,S1-ADL5,Stand
128565,S1,S1-ADL5,Stand
132865,S1,S1-ADL5,Walk
132932,S1,S1-ADL5,Walk
134499,S1,S1-ADL5,Walk
136899,S1,S1-ADL5,Stand
139632,S1,S1-ADL5,Walk
139965,S1,S1-ADL5,Walk
140865,S1,S1-ADL5,Walk
142999,S1,S1-ADL5,Walk
145799,S1,S1-ADL5,Stand
146632,S1,S1-ADL5,Stand
146765,S1,S1-ADL5,Stand
148299,S1,S1-ADL5,Stand
152232,S1,S1-ADL5,Walk
154565,S1,S1-ADL5,Walk
156732,S1,S1-ADL5,Stand
157832,S1,S1-ADL5,Walk
158665,S1,S1-ADL5,Walk
158732,S1,S1-ADL5,Walk
159865,S1,S1-ADL5,Walk
160265,S1,S1-ADL5,Walk
160398,S1,S1-ADL5,Walk
160765,S1,S1-ADL5,Walk
161432,S1,S1-ADL5,Walk
161565,S1,S1-ADL5,Walk
163298,S1,S1-ADL5,Walk
165532,S1,S1-ADL5,Walk
170732,S1,S1-ADL5,Walk
171032,S1,S1-ADL5,Walk
174298,S1,S1-ADL5,Walk
176632,S1,S1-ADL5,Walk
177398,S1,S1-ADL5,Walk
177598,S1,S1-ADL5,Walk
189231,S1,S1-ADL5,Walk
194731,S1,S1-ADL5,Walk
195098,S1,S1-ADL5,Walk
198331,S1,S1-ADL5,Walk
201298,S1,S1-ADL5,Walk
203998,S1,S1-ADL5,Walk
206765,S1,S1-ADL5,Walk
207665,S1,S1-ADL5,Walk
209098,S1,S1-ADL5,Walk
212965,S1,S1-ADL5,Walk
213698,S1,S1-ADL5,Walk
217098,S1,S1-ADL5,Walk
219198,S1,S1-ADL5,Walk
221398,S1,S1-ADL5,Walk
221864,S1,S1-ADL5,Walk
224798,S1,S1-ADL5,Walk
225764,S1,S1-ADL5,Walk
231798,S1,S1-ADL5,Walk
232264,S1,S1-ADL5,Walk
235631,S1,S1-ADL5,Walk
237498,S1,S1-ADL5,Walk
237931,S1,S1-ADL5,Walk
241931,S1,S1-ADL5,Walk
243064,S1,S1-ADL5,Walk
246631,S1,S1-ADL5,Walk
247098,S1,S1-ADL5,Walk
247131,S1,S1-ADL5,Walk
247431,S1,S1-ADL5,Walk
248764,S1,S1-ADL5,Walk
258297,S1,S1-ADL5,Walk
259731,S1,S1-ADL5,Walk
261397,S1,S1-ADL5,Walk
265664,S1,S1-ADL5,Walk
267564,S1,S1-ADL5,Walk
273697,S1,S1-ADL5,Walk
274197,S1,S1-ADL5,Walk
274997,S1,S1-ADL5,Walk
277464,S1,S1-ADL5,Walk
281631,S1,S1-ADL5,Walk
284697,S1,S1-ADL5,Walk
287697,S1,S1-ADL5,Walk
293564,S1,S1-ADL5,Walk
295830,S1,S1-ADL5,Walk
295997,S1,S1-ADL5,Walk
296764,S1,S1-ADL5,Walk
296897,S1,S1-ADL5,Walk
297497,S1,S1-ADL5,Walk
297664,S1,S1-ADL5,Walk
300897,S1,S1-ADL5,Walk
301430,S1,S1-ADL5,Walk
303197,S1,S1-ADL5,Walk
304330,S1,S1-ADL5,Walk
305497,S1,S1-ADL5,Walk
309797,S1,S1-ADL5,Walk
311064,S1,S1-ADL5,Walk
311830,S1,S1-ADL5,Walk
311997,S1,S1-ADL5,Walk
312097,S1,S1-ADL5,Walk
313164,S1,S1-ADL5,Walk
315164,S1,S1-ADL5,Stand
316997,S1,S1-ADL5,Walk
320330,S1,S1-ADL5,Walk
324730,S1,S1-ADL5,Stand
333730,S1,S1-ADL5,Walk
334697,S1,S1-ADL5,Stand
336463,S1,S1-ADL5,Stand
340230,S1,S1-ADL5,Stand
341530,S1,S1-ADL5,Walk
342297,S1,S1-ADL5,Walk
343663,S1,S1-ADL5,Walk
346997,S1,S1-ADL5,Stand
347097,S1,S1-ADL5,Stand
348730,S1,S1-ADL5,Stand
349163,S1,S1-ADL5,Stand
349363,S1,S1-ADL5,Stand
351496,S1,S1-ADL5,Stand
352396,S1,S1-ADL5,Stand
352696,S1,S1-ADL5,Stand
353396,S1,S1-ADL5,Stand
357163,S1,S1-ADL5,Stand
359463,S1,S1-ADL5,Stand
364930,S1,S1-ADL5,Stand
365596,S1,S1-ADL5,Stand
365896,S1,S1-ADL5,Stand
370996,S1,S1-ADL5,Stand
373696,S1,S1-ADL5,Stand
374930,S1,S1-ADL5,Stand
375763,S1,S1-ADL5,Stand
378463,S1,S1-ADL5,Stand
382130,S1,S1-ADL5,Stand
384729,S1,S1-ADL5,Stand
387063,S1,S1-ADL5,Stand
389663,S1,S1-ADL5,Stand
389863,S1,S1-ADL5,Stand
390329,S1,S1-ADL5,Stand
390663,S1,S1-ADL5,Stand
390829,S1,S1-ADL5,Stand
391096,S1,S1-ADL5,Stand
393363,S1,S1-ADL5,Stand
395263,S1,S1-ADL5,Stand
395963,S1,S1-ADL5,Stand
407929,S1,S1-ADL5,Stand
412963,S1,S1-ADL5,Stand
414729,S1,S1-ADL5,Stand
416229,S1,S1-ADL5,Stand
417296,S1,S1-ADL5,Stand
417796,S1,S1-ADL5,Stand
425296,S1,S1-ADL5,Sit
425496,S1,S1-ADL5,Sit
426362,S1,S1-ADL5,Sit
427662,S1,S1-ADL5,Sit
428062,S1,S1-ADL5,Sit
431662,S1,S1-ADL5,Sit
431962,S1,S1-ADL5,Sit
432096,S1,S1-ADL5,Sit
436262,S1,S1-ADL5,Sit
440062,S1,S1-ADL5,Sit
443196,S1,S1-ADL5,Sit
443662,S1,S1-ADL5,Sit
443929,S1,S1-ADL5,Sit
444562,S1,S1-ADL5,Sit
444596,S1,S1-ADL5,Sit
444662,S1,S1-ADL5,Sit
444796,S1,S1-ADL5,Sit
447162,S1,S1-ADL5,Sit
447296,S1,S1-ADL5,Sit
453795,S1,S1-ADL5,Sit
455129,S1,S1-ADL5,Sit
459229,S1,S1-ADL5,Sit
459729,S1,S1-ADL5,Sit
460329,S1,S1-ADL5,Sit
465129,S1,S1-ADL5,Sit
468462,S1,S1-ADL5,Sit
468495,S1,S1-ADL5,Sit
473029,S1,S1-ADL5,Sit
477429,S1,S1-ADL5,Sit
477795,S1,S1-ADL5,Sit
481429,S1,S1-ADL5,Sit
482229,S1,S1-ADL5,Sit
488628,S1,S1-ADL5,Sit
488828,S1,S1-ADL5,Sit
490895,S1,S1-ADL5,Sit
492895,S1,S1-ADL5,Sit
500728,S1,S1-ADL5,Walk
509295,S1,S1-ADL5,Stand
509528,S1,S1-ADL5,Stand
511895,S1,S1-ADL5,Walk
515462,S1,S1-ADL5,Walk
519861,S1,S1-ADL5,Walk
521895,S1,S1-ADL5,Walk
522028,S1,S1-ADL5,Walk
523461,S1,S1-ADL5,Walk
528195,S1,S1-ADL5,Stand
534195,S1,S1-ADL5,Stand
534895,S1,S1-ADL5,Stand
536995,S1,S1-ADL5,Stand
537628,S1,S1-ADL5,Stand
538595,S1,S1-ADL5,Stand
540961,S1,S1-ADL5,Walk
544228,S1,S1-ADL5,Stand
544428,S1,S1-ADL5,Stand
546161,S1,S1-ADL5,Stand
547828,S1,S1-ADL5,Walk
549361,S1,S1-ADL5,Walk
551394,S1,S1-ADL5,Walk
553428,S1,S1-ADL5,Stand
557594,S1,S1-ADL5,Stand
557661,S1,S1-ADL5,Stand
558794,S1,S1-ADL5,Stand
560961,S1,S1-ADL5,Stand
561161,S1,S1-ADL5,Stand
561694,S1,S1-ADL5,Stand
564961,S1,S1-ADL5,Stand
566661,S1,S1-ADL5,Stand
570128,S1,S1-ADL5,Walk
571528,S1,S1-ADL5,Walk
573894,S1,S1-ADL5,Stand
575694,S1,S1-ADL5,Stand
576194,S1,S1-ADL5,Stand
581461,S1,S1-ADL5,Stand
581661,S1,S1-ADL5,Stand
581694,S1,S1-ADL5,Stand
586461,S1,S1-ADL5,Stand
588794,S1,S1-ADL5,Stand
591527,S1,S1-ADL5,Stand
591661,S1,S1-ADL5,Stand
598261,S1,S1-ADL5,Stand
598461,S1,S1-ADL5,Stand
600461,S1,S1-ADL5,Stand
600527,S1,S1-ADL5,Stand
601994,S1,S1-ADL5,Stand
603694,S1,S1-ADL5,Stand
604527,S1,S1-ADL5,Stand
606327,S1,S1-ADL5,Stand
606461,S1,S1-ADL5,Stand
607394,S1,S1-ADL5,Stand
609427,S1,S1-ADL5,Stand
611127,S1,S1-ADL5,Stand
615027,S1,S1-ADL5,Walk
615894,S1,S1-ADL5,Walk
617094,S1,S1-ADL5,Stand
620827,S1,S1-ADL5,Sit
621794,S1,S1-ADL5,Sit
623660,S1,S1-ADL5,Sit
623960,S1,S1-ADL5,Sit
624694,S1,S1-ADL5,Sit
627560,S1,S1-ADL5,Sit
631227,S1,S1-ADL5,Sit
632894,S1,S1-ADL5,Sit
635027,S1,S1-ADL5,Sit
635527,S1,S1-ADL5,Sit
636494,S1,S1-ADL5,Sit
638894,S1,S1-ADL5,Sit
640760,S1,S1-ADL5,Sit
641094,S1,S1-ADL5,Sit
643194,S1,S1-ADL5,Sit
648860,S1,S1-ADL5,Sit
650427,S1,S1-ADL5,Sit
650627,S1,S1-ADL5,Sit
651927,S1,S1-ADL5,Sit
662327,S1,S1-ADL5,Sit
663360,S1,S1-ADL5,Sit
664727,S1,S1-ADL5,Sit
669193,S1,S1-ADL5,Sit
670560,S1,S1-ADL5,Sit
672793,S1,S1-ADL5,Sit
674393,S1,S1-ADL5,Sit
675427,S1,S1-ADL5,Sit
677660,S1,S1-ADL5,Sit
678927,S1,S1-ADL5,Sit
679027,S1,S1-ADL5,Sit
685226,S1,S1-ADL5,Sit
693726,S1,S1-ADL5,Sit
694726,S1,S1-ADL5,Sit
700593,S1,S1-ADL5,Sit
701260,S1,S1-ADL5,Sit
702493,S1,S1-ADL5,Sit
703860,S1,S1-ADL5,Sit
705793,S1,S1-ADL5,Sit
711193,S1,S1-ADL5,Sit
716560,S1,S1-ADL5,Sit
717559,S1,S1-ADL5,Sit
718526,S1,S1-ADL5,Sit
718759,S1,S1-ADL5,Sit
720959,S1,S1-ADL5,Sit
724059,S1,S1-ADL5,Sit
726193,S1,S1-ADL5,Sit
726559,S1,S1-ADL5,Sit
728726,S1,S1-ADL5,Sit
729759,S1,S1-ADL5,Sit
733093,S1,S1-ADL5,Sit
736226,S1,S1-ADL5,Sit
745659,S1,S1-ADL5,Sit
747926,S1,S1-ADL5,Sit
749693,S1,S1-ADL5,Sit
757126,S1,S1-ADL5,Sit
757326,S1,S1-ADL5,Sit
764559,S1,S1-ADL5,Sit
771559,S1,S1-ADL5,Walk
771826,S1,S1-ADL5,Walk
775926,S1,S1-ADL5,Stand
778126,S1,S1-ADL5,Stand
778526,S1,S1-ADL5,Stand
783059,S1,S1-ADL5,Stand
785292,S1,S1-ADL5,Walk
788859,S1,S1-ADL5,Stand
788892,S1,S1-ADL5,Stand
796759,S1,S1-ADL5,Stand
801792,S1,S1-ADL5,Stand
802425,S1,S1-ADL5,Stand
802825,S1,S1-ADL5,Stand
806259,S1,S1-ADL5,Walk
809325,S1,S1-ADL5,Walk
809625,S1,S1-ADL5,Walk
811059,S1,S1-ADL5,Walk
811992,S1,S1-ADL5,Stand
817725,S1,S1-ADL5,Stand
818192,S1,S1-ADL5,Stand
818992,S1,S1-ADL5,Stand
821425,S1,S1-ADL5,Walk
821492,S1,S1-ADL5,Walk
822858,S1,S1-ADL5,Walk
826425,S1,S1-ADL5,Walk
826558,S1,S1-ADL5,Walk
827125,S1,S1-ADL5,Walk
829025,S1,S1-ADL5,Walk
829592,S1,S1-ADL5,Stand
830592,S1,S1-ADL5,Stand
831692,S1,S1-ADL5,Stand
834158,S1,S1-ADL5,Stand
834258,S1,S1-ADL5,Stand
844225,S1,S1-ADL5,Walk
850091,S1,S1-ADL5,Walk
853258,S1,S1-ADL5,Walk
853391,S1,S1-ADL5,Walk
854391,S1,S1-ADL5,Walk
856025,S1,S1-ADL5,Walk
869158,S1,S1-ADL5,Walk
870125,S1,S1-ADL5,Walk
870325,S1,S1-ADL5,Walk
870391,S1,S1-ADL5,Walk
872625,S1,S1-ADL5,Walk
873258,S1,S1-ADL5,Walk
874358,S1,S1-ADL5,Walk
876691,S1,S1-ADL5,Walk
878191,S1,S1-ADL5,Walk
882125,S1,S1-ADL5,Walk
885958,S1,S1-ADL5,Walk
887058,S1,S1-ADL5,Walk
887724,S1,S1-ADL5,Walk
890524,S1,S1-ADL5,Walk
892458,S1,S1-ADL5,Walk
896758,S1,S1-ADL5,Stand
897458,S1,S1-ADL5,Stand
899224,S1,S1-ADL5,Stand
904858,S1,S1-ADL5,Walk
907758,S1,S1-ADL5,Walk
908291,S1,S1-ADL5,Walk
912391,S1,S1-ADL5,Walk
912891,S1,S1-ADL5,Walk
913191,S1,S1-ADL5,Walk
914924,S1,S1-ADL5,Walk
918191,S1,S1-ADL5,Walk
922257,S1,S1-ADL5,Walk
922591,S1,S1-ADL5,Walk
926824,S1,S1-ADL5,Sit
927424,S1,S1-ADL5,Sit
928524,S1,S1-ADL5,Sit
929491,S1,S1-ADL5,Sit
930324,S1,S1-ADL5,Sit
930491,S1,S1-ADL5,Sit
933524,S1,S1-ADL5,Sit
934924,S1,S1-ADL5,Sit
940124,S1,S1-ADL5,Sit
941491,S1,S1-ADL5,Sit
944457,S1,S1-ADL5,Sit
945024,S1,S1-ADL5,Sit
946491,S1,S1-ADL5,Sit
950690,S1,S1-ADL5,Walk
955457,S1,S1-ADL5,Stand
958824,S1,S1-ADL5,Stand
958857,S1,S1-ADL5,Stand
969990,S1,S1-ADL5,Stand
972557,S1,S1-ADL5,Stand
976057,S1,S1-ADL5,Stand
979590,S1,S1-ADL5,Stand
983690,S1,S1-ADL5,Stand
986423,S1,S1-ADL5,Stand
987623,S1,S1-ADL5,Stand
988623,S1,S1-ADL5,Stand
989257,S1,S1-ADL5,Stand
989957,S1,S1-ADL5,Stand
990123,S1,S1-ADL5,Stand
992057,S1,S1-ADL5,Stand
996057,S1,S1-ADL5,Stand
998890,S1,S1-ADL5,Stand
999057,S1,S1-ADL5,Stand
1700,S2,S2-ADL1,Stand
3633,S2,S2-ADL1,Stand
6700,S2,S2-ADL1,Stand
6767,S2,S2-ADL1,Stand
9733,S2,S2-ADL1,Stand
9767,S2,S2-ADL1,Stand
10967,S2,S2-ADL1,Stand
12433,S2,S2-ADL1,Stand
13100,S2,S2-ADL1,Stand
17366,S2,S2-ADL1,Stand
18900,S2,S2-ADL1,Stand
23666,S2,S2-ADL1,Stand
30766,S2,S2-ADL1,Stand
31233,S2,S2-ADL1,Stand
36733,S2,S2-ADL1,Stand
37900,S2,S2-ADL1,Stand
38100,S2,S2-ADL1,Stand
39433,S2,S2-ADL1,Stand
40600,S2,S2-ADL1,Stand
41433,S2,S2-ADL1,Stand
53966,S2,S2-ADL1,Stand
54966,S2,S2-ADL1,Stand
56199,S2,S2-ADL1,Stand
67133,S2,S2-ADL1,Stand
73533,S2,S2-ADL1,Stand
76499,S2,S2-ADL1,Stand
78433,S2,S2-ADL1,Stand
81333,S2,S2-ADL1,Stand
81433,S2,S2-ADL1,Stand
82833,S2,S2-ADL1,Stand
84032,S2,S2-ADL1,Stand
87132,S2,S2-ADL1,Stand
88599,S2,S2-ADL1,Stand
89032,S2,S2-ADL1,Stand
91999,S2,S2-ADL1,Stand
93566,S2,S2-ADL1,Stand
97566,S2,S2-ADL1,Walk
98599,S2,S2-ADL1,Walk
100632,S2,S2-ADL1,Walk
102199,S2,S2-ADL1,Sit
104532,S2,S2-ADL1,Sit
106166,S2,S2-ADL1,Sit
108499,S2,S2-ADL1,Sit
112299,S2,S2-ADL1,Sit
114732,S2,S2-ADL1,Sit
116899,S2,S2-ADL1,Sit
118499,S2,S2-ADL1,Sit
121199,S2,S2-ADL1,Sit
122232,S2,S2-ADL1,Sit
123465,S2,S2-ADL1,Sit
124032,S2,S2-ADL1,Sit
125232,S2,S2-ADL1,Sit
125365,S2,S2-ADL1,Sit
126932,S2,S2-ADL1,Sit
129232,S2,S2-ADL1,Sit
131632,S2,S2-ADL1,Sit
132032,S2,S2-ADL1,Sit
132132,S2,S2-ADL1,Sit
134199,S2,S2-ADL1,Sit
136765,S2,S2-ADL1,Sit
138132,S2,S2-ADL1,Sit
139732,S2,S2-ADL1,Sit
140032,S2,S2-ADL1,Sit
140899,S2,S2-ADL1,Sit
143632,S2,S2-ADL1,Sit
147532,S2,S2-ADL1,Sit
149265,S2,S2-ADL1,Sit
150498,S2,S2-ADL1,Sit
155065,S2,S2-ADL1,Sit
158732,S2,S2-ADL1,Sit
161532,S2,S2-ADL1,Sit
164498,S2,S2-ADL1,Sit
164998,S2,S2-ADL1,Sit
170198,S2,S2-ADL1,Sit
180332,S2,S2-ADL1,Sit
184898,S2,S2-ADL1,Sit
188398,S2,S2-ADL1,Sit
191865,S2,S2-ADL1,Sit
191965,S2,S2-ADL1,Sit
194898,S2,S2-ADL1,Sit
196898,S2,S2-ADL1,Sit
197265,S2,S2-ADL1,Sit
198598,S2,S2-ADL1,Sit
199098,S2,S2-ADL1,Sit
203865,S2,S2-ADL1,Sit
203998,S2,S2-ADL1,Sit
210898,S2,S2-ADL1,Sit
215265,S2,S2-ADL1,Sit
216565,S2,S2-ADL1,Sit
218298,S2,S2-ADL1,Sit
220698,S2,S2-ADL1,Stand
223064,S2,S2-ADL1,Stand
228698,S2,S2-ADL1,Walk
231164,S2,S2-ADL1,Walk
232098,S2,S2-ADL1,Walk
236231,S2,S2-ADL1,Stand
245398,S2,S2-ADL1,Lie
249331,S2,S2-ADL1,Lie
254097,S2,S2-ADL1,Stand
254497,S2,S2-ADL1,Stand
254631,S2,S2-ADL1,Stand
254664,S2,S2-ADL1,Stand
256231,S2,S2-ADL1,Stand
257564,S2,S2-ADL1,Stand
260764,S2,S2-ADL1,Stand
262964,S2,S2-ADL1,Walk
263664,S2,S2-ADL1,Walk
265331,S2,S2-ADL1,Stand
266231,S2,S2-ADL1,Stand
266897,S2,S2-ADL1,Stand
268264,S2,S2-ADL1,Stand
275197,S2,S2-ADL1,Walk
275897,S2,S2-ADL1,Walk
280397,S2,S2-ADL1,Walk
280631,S2,S2-ADL1,Walk
282264,S2,S2-ADL1,Walk
283331,S2,S2-ADL1,Walk
287997,S2,S2-ADL1,Stand
290564,S2,S2-ADL1,Walk
291064,S2,S2-ADL1,Walk
291864,S2,S2-ADL1,Walk
298464,S2,S2-ADL1,Stand
302830,S2,S2-ADL1,Stand
304230,S2,S2-ADL1,Walk
306164,S2,S2-ADL1,Walk
307397,S2,S2-ADL1,Stand
307930,S2,S2-ADL1,Stand
311330,S2,S2-ADL1,Stand
311730,S2,S2-ADL1,Stand
312364,S2,S2-ADL1,Walk
313164,S2,S2-ADL1,Walk
315530,S2,S2-ADL1,Walk
318330,S2,S2-ADL1,Walk
321230,S2,S2-ADL1,Stand
321663,S2,S2-ADL1,Stand
325430,S2,S2-ADL1,Walk
327963,S2,S2-ADL1,Walk
328663,S2,S2-ADL1,Walk
329663,S2,S2-ADL1,Walk
337230,S2,S2-ADL1,Stand
339697,S2,S2-ADL1,Stand
342030,S2,S2-ADL1,Stand
343363,S2,S2-ADL1,Stand
346163,S2,S2-ADL1,Stand
349230,S2,S2-ADL1,Stand
355396,S2,S2-ADL1,Stand
358863,S2,S2-ADL1,Walk
359630,S2,S2-ADL1,Walk
360230,S2,S2-ADL1,Walk
361896,S2,S2-ADL1,Stand
362130,S2,S2-ADL1,Stand
363830,S2,S2-ADL1,Stand
365530,S2,S2-ADL1,Stand
366763,S2,S2-ADL1,Stand
368296,S2,S2-ADL1,Stand
368396,S2,S2-ADL1,Stand
372963,S2,S2-ADL1,Walk
375130,S2,S2-ADL1,Walk
376996,S2,S2-ADL1,Walk
377096,S2,S2-ADL1,Walk
385763,S2,S2-ADL1,Walk
386663,S2,S2-ADL1,Walk
386829,S2,S2-ADL1,Walk
386863,S2,S2-ADL1,Walk
388229,S2,S2-ADL1,Walk
390396,S2,S2-ADL1,Walk
391163,S2,S2-ADL1,Walk
391196,S2,S2-ADL1,Walk
391696,S2,S2-ADL1,Walk
391796,S2,S2-ADL1,Walk
394029,S2,S2-ADL1,Walk
397496,S2,S2-ADL1,Walk
